"","activity","gender","year","age_group","amount"
"5936","maternal mental health team","Female",2011,"70–",0
"5937","maternal mental health team","Female",2011,"75–",0
"5938","maternal mental health team","Female",2011,"80–",0
"5939","maternal mental health team","Female",2011,"85+",0
"5940","maternal mental health team","Female",2011,"85+",0
"5941","eating disorder team","Male",2011,"0–",0
"5942","eating disorder team","Male",2011,"10–",0
"5943","eating disorder team","Male",2011,"15–",11
"5944","eating disorder team","Male",2011,"20–",16
"5945","eating disorder team","Male",2011,"25–",6
"5946","eating disorder team","Male",2011,"30–",4
"5947","eating disorder team","Male",2011,"35–",1
"5948","eating disorder team","Male",2011,"40–",2
"5949","eating disorder team","Male",2011,"40–",6
"5950","eating disorder team","Male",2011,"50–",0
"5951","eating disorder team","Male",2011,"60–",1
"5952","eating disorder team","Male",2011,"60–",0
"5953","eating disorder team","Male",2011,"65–",0
"5954","eating disorder team","Male",2011,"70–",0
"5955","eating disorder team","Male",2011,"75–",0
"5956","eating disorder team","Male",2011,"80–",0
"5957","eating disorder team","Male",2011,"85+",0
"5958","eating disorder team","Male",2011,"85+",0
"5959","eating disorder team","Female",2011,"0–",1
"5960","eating disorder team","Female",2011,"10–",1
"5961","eating disorder team","Female",2011,"15–",62
"5962","eating disorder team","Female",2011,"20–",258
"5963","eating disorder team","Female",2011,"25–",164
"5964","eating disorder team","Female",2011,"30–",87
"5965","eating disorder team","Female",2011,"35–",49
"5966","eating disorder team","Female",2011,"40–",39
"5967","eating disorder team","Female",2011,"40–",28
"5968","eating disorder team","Female",2011,"50–",16
"5969","eating disorder team","Female",2011,"60–",12
"5970","eating disorder team","Female",2011,"60–",7
"5971","eating disorder team","Female",2011,"65–",2
"5972","eating disorder team","Female",2011,"70–",1
"5973","eating disorder team","Female",2011,"75–",1
"5974","eating disorder team","Female",2011,"80–",0
"5975","eating disorder team","Female",2011,"85+",0
"5976","eating disorder team","Female",2011,"85+",0
"5977","needs assessment and service coordination team","Male",2011,"0–",9
"5978","needs assessment and service coordination team","Male",2011,"10–",159
"5979","needs assessment and service coordination team","Male",2011,"15–",208
"5980","needs assessment and service coordination team","Male",2011,"20–",136
"5981","needs assessment and service coordination team","Male",2011,"25–",104
"5982","needs assessment and service coordination team","Male",2011,"30–",103
"5983","needs assessment and service coordination team","Male",2011,"35–",113
"5984","needs assessment and service coordination team","Male",2011,"40–",141
"5985","needs assessment and service coordination team","Male",2011,"40–",122
"5986","needs assessment and service coordination team","Male",2011,"50–",148
"5987","needs assessment and service coordination team","Male",2011,"60–",131
"5988","needs assessment and service coordination team","Male",2011,"60–",98
"5989","needs assessment and service coordination team","Male",2011,"65–",80
"5990","needs assessment and service coordination team","Male",2011,"70–",40
"5991","needs assessment and service coordination team","Male",2011,"75–",30
"5992","needs assessment and service coordination team","Male",2011,"80–",14
"5993","needs assessment and service coordination team","Male",2011,"85+",3
"5994","needs assessment and service coordination team","Male",2011,"85+",1
"5995","needs assessment and service coordination team","Female",2011,"0–",4
"5996","needs assessment and service coordination team","Female",2011,"10–",57
"5997","needs assessment and service coordination team","Female",2011,"15–",99
"5998","needs assessment and service coordination team","Female",2011,"20–",103
"5999","needs assessment and service coordination team","Female",2011,"25–",96
"6000","needs assessment and service coordination team","Female",2011,"30–",110
"6001","needs assessment and service coordination team","Female",2011,"35–",127
"6002","needs assessment and service coordination team","Female",2011,"40–",150
"6003","needs assessment and service coordination team","Female",2011,"40–",159
"6004","needs assessment and service coordination team","Female",2011,"50–",184
"6005","needs assessment and service coordination team","Female",2011,"60–",168
"6006","needs assessment and service coordination team","Female",2011,"60–",138
"6007","needs assessment and service coordination team","Female",2011,"65–",104
"6008","needs assessment and service coordination team","Female",2011,"70–",82
"6009","needs assessment and service coordination team","Female",2011,"75–",30
"6010","needs assessment and service coordination team","Female",2011,"80–",12
"6011","needs assessment and service coordination team","Female",2011,"85+",5
"6012","needs assessment and service coordination team","Female",2011,"85+",2
"6013","specialist psychotherapy team","Male",2011,"0–",0
"6014","specialist psychotherapy team","Male",2011,"10–",1
"6015","specialist psychotherapy team","Male",2011,"15–",13
"6016","specialist psychotherapy team","Male",2011,"20–",13
"6017","specialist psychotherapy team","Male",2011,"25–",14
"6018","specialist psychotherapy team","Male",2011,"30–",12
"6019","specialist psychotherapy team","Male",2011,"35–",6
"6020","specialist psychotherapy team","Male",2011,"40–",18
"6021","specialist psychotherapy team","Male",2011,"40–",8
"6022","specialist psychotherapy team","Male",2011,"50–",11
"6023","specialist psychotherapy team","Male",2011,"60–",8
"6024","specialist psychotherapy team","Male",2011,"60–",4
"6025","specialist psychotherapy team","Male",2011,"65–",0
"6026","specialist psychotherapy team","Male",2011,"70–",3
"6027","specialist psychotherapy team","Male",2011,"75–",0
"6028","specialist psychotherapy team","Male",2011,"80–",0
"6029","specialist psychotherapy team","Male",2011,"85+",0
"6030","specialist psychotherapy team","Male",2011,"85+",0
"6031","specialist psychotherapy team","Female",2011,"0–",0
"6032","specialist psychotherapy team","Female",2011,"10–",2
"6033","specialist psychotherapy team","Female",2011,"15–",37
"6034","specialist psychotherapy team","Female",2011,"20–",89
"6035","specialist psychotherapy team","Female",2011,"25–",60
"6036","specialist psychotherapy team","Female",2011,"30–",28
"6037","specialist psychotherapy team","Female",2011,"35–",24
"6038","specialist psychotherapy team","Female",2011,"40–",31
"6039","specialist psychotherapy team","Female",2011,"40–",22
"6040","specialist psychotherapy team","Female",2011,"50–",19
"6041","specialist psychotherapy team","Female",2011,"60–",17
"6042","specialist psychotherapy team","Female",2011,"60–",8
"6043","specialist psychotherapy team","Female",2011,"65–",2
"6044","specialist psychotherapy team","Female",2011,"70–",1
"6045","specialist psychotherapy team","Female",2011,"75–",0
"6046","specialist psychotherapy team","Female",2011,"80–",0
"6047","specialist psychotherapy team","Female",2011,"85+",0
"6048","specialist psychotherapy team","Female",2011,"85+",0
"6049","services for profoundly deaf team","Male",2011,"0–",0
"6050","services for profoundly deaf team","Male",2011,"10–",0
"6051","services for profoundly deaf team","Male",2011,"15–",0
"6052","services for profoundly deaf team","Male",2011,"20–",0
"6053","services for profoundly deaf team","Male",2011,"25–",0
"6054","services for profoundly deaf team","Male",2011,"30–",0
"6055","services for profoundly deaf team","Male",2011,"35–",2
"6056","services for profoundly deaf team","Male",2011,"40–",4
"6057","services for profoundly deaf team","Male",2011,"40–",1
"6058","services for profoundly deaf team","Male",2011,"50–",2
"6059","services for profoundly deaf team","Male",2011,"60–",1
"6060","services for profoundly deaf team","Male",2011,"60–",0
"6061","services for profoundly deaf team","Male",2011,"65–",1
"6062","services for profoundly deaf team","Male",2011,"70–",1
"6063","services for profoundly deaf team","Male",2011,"75–",1
"6064","services for profoundly deaf team","Male",2011,"80–",0
"6065","services for profoundly deaf team","Male",2011,"85+",0
"6066","services for profoundly deaf team","Male",2011,"85+",0
"6067","services for profoundly deaf team","Female",2011,"0–",0
"6068","services for profoundly deaf team","Female",2011,"10–",0
"6069","services for profoundly deaf team","Female",2011,"15–",0
"6070","services for profoundly deaf team","Female",2011,"20–",0
"6071","services for profoundly deaf team","Female",2011,"25–",0
"6072","services for profoundly deaf team","Female",2011,"30–",1
"6073","services for profoundly deaf team","Female",2011,"35–",0
"6074","services for profoundly deaf team","Female",2011,"40–",1
"6075","services for profoundly deaf team","Female",2011,"40–",2
"6076","services for profoundly deaf team","Female",2011,"50–",5
"6077","services for profoundly deaf team","Female",2011,"60–",2
"6078","services for profoundly deaf team","Female",2011,"60–",1
"6079","services for profoundly deaf team","Female",2011,"65–",0
"6080","services for profoundly deaf team","Female",2011,"70–",1
"6081","services for profoundly deaf team","Female",2011,"75–",0
"6082","services for profoundly deaf team","Female",2011,"80–",0
"6083","services for profoundly deaf team","Female",2011,"85+",0
"6084","services for profoundly deaf team","Female",2011,"85+",0
"6085","refugee team","Male",2011,"0–",2
"6086","refugee team","Male",2011,"10–",5
"6087","refugee team","Male",2011,"15–",7
"6088","refugee team","Male",2011,"20–",17
"6089","refugee team","Male",2011,"25–",17
"6090","refugee team","Male",2011,"30–",29
"6091","refugee team","Male",2011,"35–",24
"6092","refugee team","Male",2011,"40–",27
"6093","refugee team","Male",2011,"40–",22
"6094","refugee team","Male",2011,"50–",8
"6095","refugee team","Male",2011,"60–",10
"6096","refugee team","Male",2011,"60–",5
"6097","refugee team","Male",2011,"65–",0
"6098","refugee team","Male",2011,"70–",0
"6099","refugee team","Male",2011,"75–",1
"6100","refugee team","Male",2011,"80–",0
"6101","refugee team","Male",2011,"85+",0
"6102","refugee team","Male",2011,"85+",0
"6103","refugee team","Female",2011,"0–",2
"6104","refugee team","Female",2011,"10–",5
"6105","refugee team","Female",2011,"15–",14
"6106","refugee team","Female",2011,"20–",17
"6107","refugee team","Female",2011,"25–",27
"6108","refugee team","Female",2011,"30–",29
"6109","refugee team","Female",2011,"35–",33
"6110","refugee team","Female",2011,"40–",37
"6111","refugee team","Female",2011,"40–",27
"6112","refugee team","Female",2011,"50–",17
"6113","refugee team","Female",2011,"60–",12
"6114","refugee team","Female",2011,"60–",7
"6115","refugee team","Female",2011,"65–",2
"6116","refugee team","Female",2011,"70–",8
"6117","refugee team","Female",2011,"75–",0
"6118","refugee team","Female",2011,"80–",0
"6119","refugee team","Female",2011,"85+",0
"6120","refugee team","Female",2011,"85+",0
"6121","children and youth, alcohol and drug services","Male",2011,"0–",1
"6122","children and youth, alcohol and drug services","Male",2011,"10–",3
"6123","children and youth, alcohol and drug services","Male",2011,"15–",453
"6124","children and youth, alcohol and drug services","Male",2011,"20–",642
"6125","children and youth, alcohol and drug services","Male",2011,"25–",91
"6126","children and youth, alcohol and drug services","Male",2011,"30–",14
"6127","children and youth, alcohol and drug services","Male",2011,"35–",5
"6128","children and youth, alcohol and drug services","Male",2011,"40–",9
"6129","children and youth, alcohol and drug services","Male",2011,"40–",6
"6130","children and youth, alcohol and drug services","Male",2011,"50–",2
"6131","children and youth, alcohol and drug services","Male",2011,"60–",0
"6132","children and youth, alcohol and drug services","Male",2011,"60–",2
"6133","children and youth, alcohol and drug services","Male",2011,"65–",0
"6134","children and youth, alcohol and drug services","Male",2011,"70–",0
"6135","children and youth, alcohol and drug services","Male",2011,"75–",0
"6136","children and youth, alcohol and drug services","Male",2011,"80–",0
"6137","children and youth, alcohol and drug services","Male",2011,"85+",0
"6138","children and youth, alcohol and drug services","Male",2011,"85+",0
"6139","children and youth, alcohol and drug services","Female",2011,"0–",2
"6140","children and youth, alcohol and drug services","Female",2011,"10–",0
"6141","children and youth, alcohol and drug services","Female",2011,"15–",238
"6142","children and youth, alcohol and drug services","Female",2011,"20–",317
"6143","children and youth, alcohol and drug services","Female",2011,"25–",68
"6144","children and youth, alcohol and drug services","Female",2011,"30–",5
"6145","children and youth, alcohol and drug services","Female",2011,"35–",2
"6146","children and youth, alcohol and drug services","Female",2011,"40–",2
"6147","children and youth, alcohol and drug services","Female",2011,"40–",4
"6148","children and youth, alcohol and drug services","Female",2011,"50–",1
"6149","children and youth, alcohol and drug services","Female",2011,"60–",2
"6150","children and youth, alcohol and drug services","Female",2011,"60–",0
"6151","children and youth, alcohol and drug services","Female",2011,"65–",0
"6152","children and youth, alcohol and drug services","Female",2011,"70–",0
"6153","children and youth, alcohol and drug services","Female",2011,"75–",0
"6154","children and youth, alcohol and drug services","Female",2011,"80–",0
"6155","children and youth, alcohol and drug services","Female",2011,"85+",0
"6156","children and youth, alcohol and drug services","Female",2011,"85+",0
"6157","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"0–",21
"6158","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"10–",119
"6159","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"15–",323
"6160","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"20–",165
"6161","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"25–",2
"6162","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"30–",5
"6163","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"35–",2
"6164","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"40–",1
"6165","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"40–",5
"6166","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"50–",2
"6167","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"60–",3
"6168","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"60–",2
"6169","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"65–",1
"6170","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"70–",0
"6171","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"75–",0
"6172","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"80–",0
"6173","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"85+",0
"6174","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2011,"85+",0
"6175","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"0–",5
"6176","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"10–",45
"6177","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"15–",273
"6178","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"20–",181
"6179","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"25–",10
"6180","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"30–",4
"6181","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"35–",4
"6182","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"40–",2
"6183","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"40–",5
"6184","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"50–",5
"6185","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"60–",0
"6186","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"60–",1
"6187","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"65–",0
"6188","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"70–",0
"6189","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"75–",0
"6190","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"80–",0
"6191","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"85+",0
"6192","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2011,"85+",0
"6193","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"0–",1
"6194","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"10–",8
"6195","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"15–",27
"6196","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"20–",26
"6197","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"25–",34
"6198","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"30–",18
"6199","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"35–",26
"6200","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"40–",22
"6201","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"40–",22
"6202","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"50–",14
"6203","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"60–",12
"6204","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"60–",8
"6205","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"65–",1
"6206","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"70–",1
"6207","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"75–",0
"6208","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"80–",1
"6209","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"85+",1
"6210","kaupapa māori dual diagnosis mental health and alcohol and drug services","Male",2011,"85+",0
"6211","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"0–",0
"6212","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"10–",2
"6213","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"15–",11
"6214","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"20–",9
"6215","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"25–",7
"6216","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"30–",10
"6217","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"35–",12
"6218","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"40–",10
"6219","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"40–",12
"6220","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"50–",10
"6221","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"60–",7
"6222","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"60–",4
"6223","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"65–",3
"6224","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"70–",3
"6225","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"75–",2
"6226","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"80–",0
"6227","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"85+",0
"6228","kaupapa māori dual diagnosis mental health and alcohol and drug services","Female",2011,"85+",0
"6229","inpatient team","Male",2012,"0–",1
"6230","inpatient team","Male",2012,"10–",9
"6231","inpatient team","Male",2012,"15–",59
"6232","inpatient team","Male",2012,"20–",429
"6233","inpatient team","Male",2012,"25–",622
"6234","inpatient team","Male",2012,"30–",516
"6235","inpatient team","Male",2012,"35–",463
"6236","inpatient team","Male",2012,"40–",496
"6237","inpatient team","Male",2012,"40–",471
"6238","inpatient team","Male",2012,"50–",426
"6239","inpatient team","Male",2012,"60–",353
"6240","inpatient team","Male",2012,"60–",226
"6241","inpatient team","Male",2012,"65–",199
"6242","inpatient team","Male",2012,"70–",143
"6243","inpatient team","Male",2012,"75–",118
"6244","inpatient team","Male",2012,"80–",90
"6245","inpatient team","Male",2012,"85+",88
"6246","inpatient team","Male",2012,"85+",61
"6247","inpatient team","Female",2012,"0–",1
"6248","inpatient team","Female",2012,"10–",4
"6249","inpatient team","Female",2012,"15–",81
"6250","inpatient team","Female",2012,"20–",360
"6251","inpatient team","Female",2012,"25–",443
"6252","inpatient team","Female",2012,"30–",406
"6253","inpatient team","Female",2012,"35–",353
"6254","inpatient team","Female",2012,"40–",438
"6255","inpatient team","Female",2012,"40–",474
"6256","inpatient team","Female",2012,"50–",437
"6257","inpatient team","Female",2012,"60–",348
"6258","inpatient team","Female",2012,"60–",293
"6259","inpatient team","Female",2012,"65–",226
"6260","inpatient team","Female",2012,"70–",172
"6261","inpatient team","Female",2012,"75–",154
"6262","inpatient team","Female",2012,"80–",133
"6263","inpatient team","Female",2012,"85+",135
"6264","inpatient team","Female",2012,"85+",116
"6265","community team","Male",2012,"0–",845
"6266","community team","Male",2012,"10–",4197
"6267","community team","Male",2012,"15–",5408
"6268","community team","Male",2012,"20–",5851
"6269","community team","Male",2012,"25–",4802
"6270","community team","Male",2012,"30–",3983
"6271","community team","Male",2012,"35–",3835
"6272","community team","Male",2012,"40–",4074
"6273","community team","Male",2012,"40–",4009
"6274","community team","Male",2012,"50–",3682
"6275","community team","Male",2012,"60–",2931
"6276","community team","Male",2012,"60–",2099
"6277","community team","Male",2012,"65–",1647
"6278","community team","Male",2012,"70–",1122
"6279","community team","Male",2012,"75–",990
"6280","community team","Male",2012,"80–",981
"6281","community team","Male",2012,"85+",988
"6282","community team","Male",2012,"85+",891
"6283","community team","Female",2012,"0–",446
"6284","community team","Female",2012,"10–",1700
"6285","community team","Female",2012,"15–",4279
"6286","community team","Female",2012,"20–",6631
"6287","community team","Female",2012,"25–",4899
"6288","community team","Female",2012,"30–",3947
"6289","community team","Female",2012,"35–",3971
"6290","community team","Female",2012,"40–",4206
"6291","community team","Female",2012,"40–",4153
"6292","community team","Female",2012,"50–",3813
"6293","community team","Female",2012,"60–",3206
"6294","community team","Female",2012,"60–",2364
"6295","community team","Female",2012,"65–",1857
"6296","community team","Female",2012,"70–",1425
"6297","community team","Female",2012,"75–",1339
"6298","community team","Female",2012,"80–",1422
"6299","community team","Female",2012,"85+",1501
"6300","community team","Female",2012,"85+",1786
"6301","alcohol and drug team","Male",2012,"0–",16
"6302","alcohol and drug team","Male",2012,"10–",81
"6303","alcohol and drug team","Male",2012,"15–",1459
"6304","alcohol and drug team","Male",2012,"20–",4332
"6305","alcohol and drug team","Male",2012,"25–",4747
"6306","alcohol and drug team","Male",2012,"30–",3806
"6307","alcohol and drug team","Male",2012,"35–",3315
"6308","alcohol and drug team","Male",2012,"40–",3365
"6309","alcohol and drug team","Male",2012,"40–",3284
"6310","alcohol and drug team","Male",2012,"50–",2626
"6311","alcohol and drug team","Male",2012,"60–",1760
"6312","alcohol and drug team","Male",2012,"60–",1027
"6313","alcohol and drug team","Male",2012,"65–",473
"6314","alcohol and drug team","Male",2012,"70–",219
"6315","alcohol and drug team","Male",2012,"75–",86
"6316","alcohol and drug team","Male",2012,"80–",36
"6317","alcohol and drug team","Male",2012,"85+",15
"6318","alcohol and drug team","Male",2012,"85+",5
"6319","alcohol and drug team","Female",2012,"0–",7
"6320","alcohol and drug team","Female",2012,"10–",36
"6321","alcohol and drug team","Female",2012,"15–",819
"6322","alcohol and drug team","Female",2012,"20–",1746
"6323","alcohol and drug team","Female",2012,"25–",1866
"6324","alcohol and drug team","Female",2012,"30–",1611
"6325","alcohol and drug team","Female",2012,"35–",1640
"6326","alcohol and drug team","Female",2012,"40–",1770
"6327","alcohol and drug team","Female",2012,"40–",1813
"6328","alcohol and drug team","Female",2012,"50–",1512
"6329","alcohol and drug team","Female",2012,"60–",981
"6330","alcohol and drug team","Female",2012,"60–",501
"6331","alcohol and drug team","Female",2012,"65–",288
"6332","alcohol and drug team","Female",2012,"70–",153
"6333","alcohol and drug team","Female",2012,"75–",61
"6334","alcohol and drug team","Female",2012,"80–",23
"6335","alcohol and drug team","Female",2012,"85+",14
"6336","alcohol and drug team","Female",2012,"85+",3
"6337","forensic team","Male",2012,"0–",0
"6338","forensic team","Male",2012,"10–",0
"6339","forensic team","Male",2012,"15–",176
"6340","forensic team","Male",2012,"20–",743
"6341","forensic team","Male",2012,"25–",681
"6342","forensic team","Male",2012,"30–",573
"6343","forensic team","Male",2012,"35–",458
"6344","forensic team","Male",2012,"40–",487
"6345","forensic team","Male",2012,"40–",433
"6346","forensic team","Male",2012,"50–",288
"6347","forensic team","Male",2012,"60–",193
"6348","forensic team","Male",2012,"60–",107
"6349","forensic team","Male",2012,"65–",54
"6350","forensic team","Male",2012,"70–",37
"6351","forensic team","Male",2012,"75–",18
"6352","forensic team","Male",2012,"80–",16
"6353","forensic team","Male",2012,"85+",2
"6354","forensic team","Male",2012,"85+",0
"6355","forensic team","Female",2012,"0–",0
"6356","forensic team","Female",2012,"10–",0
"6357","forensic team","Female",2012,"15–",56
"6358","forensic team","Female",2012,"20–",153
"6359","forensic team","Female",2012,"25–",130
"6360","forensic team","Female",2012,"30–",127
"6361","forensic team","Female",2012,"35–",86
"6362","forensic team","Female",2012,"40–",99
"6363","forensic team","Female",2012,"40–",104
"6364","forensic team","Female",2012,"50–",87
"6365","forensic team","Female",2012,"60–",42
"6366","forensic team","Female",2012,"60–",20
"6367","forensic team","Female",2012,"65–",4
"6368","forensic team","Female",2012,"70–",6
"6369","forensic team","Female",2012,"75–",3
"6370","forensic team","Female",2012,"80–",1
"6371","forensic team","Female",2012,"85+",0
"6372","forensic team","Female",2012,"85+",0
"6373","residential/accommodation team","Male",2012,"0–",10
"6374","residential/accommodation team","Male",2012,"10–",11
"6375","residential/accommodation team","Male",2012,"15–",56
"6376","residential/accommodation team","Male",2012,"20–",233
"6377","residential/accommodation team","Male",2012,"25–",299
"6378","residential/accommodation team","Male",2012,"30–",325
"6379","residential/accommodation team","Male",2012,"35–",306
"6380","residential/accommodation team","Male",2012,"40–",358
"6381","residential/accommodation team","Male",2012,"40–",382
"6382","residential/accommodation team","Male",2012,"50–",336
"6383","residential/accommodation team","Male",2012,"60–",323
"6384","residential/accommodation team","Male",2012,"60–",256
"6385","residential/accommodation team","Male",2012,"65–",162
"6386","residential/accommodation team","Male",2012,"70–",77
"6387","residential/accommodation team","Male",2012,"75–",58
"6388","residential/accommodation team","Male",2012,"80–",18
"6389","residential/accommodation team","Male",2012,"85+",9
"6390","residential/accommodation team","Male",2012,"85+",4
"6391","residential/accommodation team","Female",2012,"0–",5
"6392","residential/accommodation team","Female",2012,"10–",6
"6393","residential/accommodation team","Female",2012,"15–",68
"6394","residential/accommodation team","Female",2012,"20–",197
"6395","residential/accommodation team","Female",2012,"25–",240
"6396","residential/accommodation team","Female",2012,"30–",236
"6397","residential/accommodation team","Female",2012,"35–",233
"6398","residential/accommodation team","Female",2012,"40–",278
"6399","residential/accommodation team","Female",2012,"40–",354
"6400","residential/accommodation team","Female",2012,"50–",339
"6401","residential/accommodation team","Female",2012,"60–",285
"6402","residential/accommodation team","Female",2012,"60–",235
"6403","residential/accommodation team","Female",2012,"65–",194
"6404","residential/accommodation team","Female",2012,"70–",101
"6405","residential/accommodation team","Female",2012,"75–",53
"6406","residential/accommodation team","Female",2012,"80–",20
"6407","residential/accommodation team","Female",2012,"85+",6
"6408","residential/accommodation team","Female",2012,"85+",4
"6409","co-existing problems team","Male",2012,"0–",0
"6410","co-existing problems team","Male",2012,"10–",6
"6411","co-existing problems team","Male",2012,"15–",41
"6412","co-existing problems team","Male",2012,"20–",88
"6413","co-existing problems team","Male",2012,"25–",166
"6414","co-existing problems team","Male",2012,"30–",167
"6415","co-existing problems team","Male",2012,"35–",147
"6416","co-existing problems team","Male",2012,"40–",119
"6417","co-existing problems team","Male",2012,"40–",130
"6418","co-existing problems team","Male",2012,"50–",99
"6419","co-existing problems team","Male",2012,"60–",62
"6420","co-existing problems team","Male",2012,"60–",49
"6421","co-existing problems team","Male",2012,"65–",28
"6422","co-existing problems team","Male",2012,"70–",4
"6423","co-existing problems team","Male",2012,"75–",4
"6424","co-existing problems team","Male",2012,"80–",2
"6425","co-existing problems team","Male",2012,"85+",1
"6426","co-existing problems team","Male",2012,"85+",0
"6427","co-existing problems team","Female",2012,"0–",0
"6428","co-existing problems team","Female",2012,"10–",1
"6429","co-existing problems team","Female",2012,"15–",10
"6430","co-existing problems team","Female",2012,"20–",29
"6431","co-existing problems team","Female",2012,"25–",77
"6432","co-existing problems team","Female",2012,"30–",96
"6433","co-existing problems team","Female",2012,"35–",68
"6434","co-existing problems team","Female",2012,"40–",94
"6435","co-existing problems team","Female",2012,"40–",101
"6436","co-existing problems team","Female",2012,"50–",83
"6437","co-existing problems team","Female",2012,"60–",65
"6438","co-existing problems team","Female",2012,"60–",33
"6439","co-existing problems team","Female",2012,"65–",13
"6440","co-existing problems team","Female",2012,"70–",11
"6441","co-existing problems team","Female",2012,"75–",4
"6442","co-existing problems team","Female",2012,"80–",1
"6443","co-existing problems team","Female",2012,"85+",2
"6444","co-existing problems team","Female",2012,"85+",0
"6445","intellectual disability dual diagnosis team","Male",2012,"0–",0
"6446","intellectual disability dual diagnosis team","Male",2012,"10–",0
"6447","intellectual disability dual diagnosis team","Male",2012,"15–",1
"6448","intellectual disability dual diagnosis team","Male",2012,"20–",41
"6449","intellectual disability dual diagnosis team","Male",2012,"25–",82
