"","activity","gender","year","age_group","amount"
"4224","intellectual disability dual diagnosis team","Male",2007,"55–59",32
"4225","intellectual disability dual diagnosis team","Male",2007,"60–64",22
"4226","intellectual disability dual diagnosis team","Male",2007,"65–69",8
"4227","intellectual disability dual diagnosis team","Male",2007,"70–74",1
"4228","intellectual disability dual diagnosis team","Male",2007,"75–79",1
"4229","intellectual disability dual diagnosis team","Male",2007,"80–84",0
"4230","intellectual disability dual diagnosis team","Male",2007,"85+",0
"4231","intellectual disability dual diagnosis team","Female",2007,"0–4",0
"4232","intellectual disability dual diagnosis team","Female",2007,"5–9",0
"4233","intellectual disability dual diagnosis team","Female",2007,"10–14",0
"4234","intellectual disability dual diagnosis team","Female",2007,"15–19",9
"4235","intellectual disability dual diagnosis team","Female",2007,"20–24",24
"4236","intellectual disability dual diagnosis team","Female",2007,"25–29",20
"4237","intellectual disability dual diagnosis team","Female",2007,"30–34",35
"4238","intellectual disability dual diagnosis team","Female",2007,"35–39",34
"4239","intellectual disability dual diagnosis team","Female",2007,"40–44",41
"4240","intellectual disability dual diagnosis team","Female",2007,"45–49",47
"4241","intellectual disability dual diagnosis team","Female",2007,"50–54",27
"4242","intellectual disability dual diagnosis team","Female",2007,"55–59",26
"4243","intellectual disability dual diagnosis team","Female",2007,"60–64",10
"4244","intellectual disability dual diagnosis team","Female",2007,"65–69",8
"4245","intellectual disability dual diagnosis team","Female",2007,"70–74",3
"4246","intellectual disability dual diagnosis team","Female",2007,"75–79",0
"4247","intellectual disability dual diagnosis team","Female",2007,"80–84",0
"4248","intellectual disability dual diagnosis team","Female",2007,"85+",0
"4249","psychogeriatric team","Male",2007,"0–4",0
"4250","psychogeriatric team","Male",2007,"5–9",0
"4251","psychogeriatric team","Male",2007,"10–14",0
"4252","psychogeriatric team","Male",2007,"15–19",0
"4253","psychogeriatric team","Male",2007,"20–24",5
"4254","psychogeriatric team","Male",2007,"25–29",9
"4255","psychogeriatric team","Male",2007,"30–34",4
"4256","psychogeriatric team","Male",2007,"35–39",3
"4257","psychogeriatric team","Male",2007,"40–44",6
"4258","psychogeriatric team","Male",2007,"45–49",7
"4259","psychogeriatric team","Male",2007,"50–54",16
"4260","psychogeriatric team","Male",2007,"55–59",29
"4261","psychogeriatric team","Male",2007,"60–64",77
"4262","psychogeriatric team","Male",2007,"65–69",291
"4263","psychogeriatric team","Male",2007,"70–74",407
"4264","psychogeriatric team","Male",2007,"75–79",495
"4265","psychogeriatric team","Male",2007,"80–84",486
"4266","psychogeriatric team","Male",2007,"85+",424
"4267","psychogeriatric team","Female",2007,"0–4",0
"4268","psychogeriatric team","Female",2007,"5–9",2
"4269","psychogeriatric team","Female",2007,"10–14",0
"4270","psychogeriatric team","Female",2007,"15–19",1
"4271","psychogeriatric team","Female",2007,"20–24",5
"4272","psychogeriatric team","Female",2007,"25–29",6
"4273","psychogeriatric team","Female",2007,"30–34",8
"4274","psychogeriatric team","Female",2007,"35–39",5
"4275","psychogeriatric team","Female",2007,"40–44",9
"4276","psychogeriatric team","Female",2007,"45–49",16
"4277","psychogeriatric team","Female",2007,"50–54",23
"4278","psychogeriatric team","Female",2007,"55–59",32
"4279","psychogeriatric team","Female",2007,"60–64",108
"4280","psychogeriatric team","Female",2007,"65–69",428
"4281","psychogeriatric team","Female",2007,"70–74",560
"4282","psychogeriatric team","Female",2007,"75–79",712
"4283","psychogeriatric team","Female",2007,"80–84",833
"4284","psychogeriatric team","Female",2007,"85+",956
"4285","youth specialty team","Male",2007,"0–4",2
"4286","youth specialty team","Male",2007,"5–9",7
"4287","youth specialty team","Male",2007,"10–14",246
"4288","youth specialty team","Male",2007,"15–19",1036
"4289","youth specialty team","Male",2007,"20–24",140
"4290","youth specialty team","Male",2007,"25–29",18
"4291","youth specialty team","Male",2007,"30–34",0
"4292","youth specialty team","Male",2007,"35–39",0
"4293","youth specialty team","Male",2007,"40–44",0
"4294","youth specialty team","Male",2007,"45–49",0
"4295","youth specialty team","Male",2007,"50–54",0
"4296","youth specialty team","Male",2007,"55–59",1
"4297","youth specialty team","Male",2007,"60–64",0
"4298","youth specialty team","Male",2007,"65–69",0
"4299","youth specialty team","Male",2007,"70–74",0
"4300","youth specialty team","Male",2007,"75–79",0
"4301","youth specialty team","Male",2007,"80–84",0
"4302","youth specialty team","Male",2007,"85+",0
"4303","youth specialty team","Female",2007,"0–4",3
"4304","youth specialty team","Female",2007,"5–9",4
"4305","youth specialty team","Female",2007,"10–14",214
"4306","youth specialty team","Female",2007,"15–19",1042
"4307","youth specialty team","Female",2007,"20–24",77
"4308","youth specialty team","Female",2007,"25–29",2
"4309","youth specialty team","Female",2007,"30–34",0
"4310","youth specialty team","Female",2007,"35–39",0
"4311","youth specialty team","Female",2007,"40–44",0
"4312","youth specialty team","Female",2007,"45–49",0
"4313","youth specialty team","Female",2007,"50–54",0
"4314","youth specialty team","Female",2007,"55–59",0
"4315","youth specialty team","Female",2007,"60–64",2
"4316","youth specialty team","Female",2007,"65–69",0
"4317","youth specialty team","Female",2007,"70–74",0
"4318","youth specialty team","Female",2007,"75–79",0
"4319","youth specialty team","Female",2007,"80–84",0
"4320","youth specialty team","Female",2007,"85+",0
"4321","maternal mental health team","Male",2007,"0–4",2
"4322","maternal mental health team","Male",2007,"5–9",0
"4323","maternal mental health team","Male",2007,"10–14",0
"4324","maternal mental health team","Male",2007,"15–19",0
"4325","maternal mental health team","Male",2007,"20–24",3
"4326","maternal mental health team","Male",2007,"25–29",5
"4327","maternal mental health team","Male",2007,"30–34",6
"4328","maternal mental health team","Male",2007,"35–39",5
"4329","maternal mental health team","Male",2007,"40–44",3
"4330","maternal mental health team","Male",2007,"45–49",3
"4331","maternal mental health team","Male",2007,"50–54",1
"4332","maternal mental health team","Male",2007,"55–59",5
"4333","maternal mental health team","Male",2007,"60–64",0
"4334","maternal mental health team","Male",2007,"65–69",2
"4335","maternal mental health team","Male",2007,"70–74",0
"4336","maternal mental health team","Male",2007,"75–79",1
"4337","maternal mental health team","Male",2007,"80–84",0
"4338","maternal mental health team","Male",2007,"85+",0
"4339","maternal mental health team","Female",2007,"0–4",1
"4340","maternal mental health team","Female",2007,"5–9",0
"4341","maternal mental health team","Female",2007,"10–14",2
"4342","maternal mental health team","Female",2007,"15–19",103
"4343","maternal mental health team","Female",2007,"20–24",296
"4344","maternal mental health team","Female",2007,"25–29",424
"4345","maternal mental health team","Female",2007,"30–34",588
"4346","maternal mental health team","Female",2007,"35–39",470
"4347","maternal mental health team","Female",2007,"40–44",120
"4348","maternal mental health team","Female",2007,"45–49",10
"4349","maternal mental health team","Female",2007,"50–54",5
"4350","maternal mental health team","Female",2007,"55–59",3
"4351","maternal mental health team","Female",2007,"60–64",4
"4352","maternal mental health team","Female",2007,"65–69",1
"4353","maternal mental health team","Female",2007,"70–74",0
"4354","maternal mental health team","Female",2007,"75–79",1
"4355","maternal mental health team","Female",2007,"80–84",0
"4356","maternal mental health team","Female",2007,"85+",0
"4357","eating disorder team","Male",2007,"0–4",1
"4358","eating disorder team","Male",2007,"5–9",0
"4359","eating disorder team","Male",2007,"10–14",1
"4360","eating disorder team","Male",2007,"15–19",7
"4361","eating disorder team","Male",2007,"20–24",2
"4362","eating disorder team","Male",2007,"25–29",2
"4363","eating disorder team","Male",2007,"30–34",1
"4364","eating disorder team","Male",2007,"35–39",3
"4365","eating disorder team","Male",2007,"40–44",0
"4366","eating disorder team","Male",2007,"45–49",0
"4367","eating disorder team","Male",2007,"50–54",0
"4368","eating disorder team","Male",2007,"55–59",0
"4369","eating disorder team","Male",2007,"60–64",0
"4370","eating disorder team","Male",2007,"65–69",0
"4371","eating disorder team","Male",2007,"70–74",0
"4372","eating disorder team","Male",2007,"75–79",0
"4373","eating disorder team","Male",2007,"80–84",0
"4374","eating disorder team","Male",2007,"85+",0
"4375","eating disorder team","Female",2007,"0–4",0
"4376","eating disorder team","Female",2007,"5–9",0
"4377","eating disorder team","Female",2007,"10–14",25
"4378","eating disorder team","Female",2007,"15–19",107
"4379","eating disorder team","Female",2007,"20–24",82
"4380","eating disorder team","Female",2007,"25–29",55
"4381","eating disorder team","Female",2007,"30–34",31
"4382","eating disorder team","Female",2007,"35–39",28
"4383","eating disorder team","Female",2007,"40–44",13
"4384","eating disorder team","Female",2007,"45–49",12
"4385","eating disorder team","Female",2007,"50–54",6
"4386","eating disorder team","Female",2007,"55–59",2
"4387","eating disorder team","Female",2007,"60–64",0
"4388","eating disorder team","Female",2007,"65–69",2
"4389","eating disorder team","Female",2007,"70–74",0
"4390","eating disorder team","Female",2007,"75–79",0
"4391","eating disorder team","Female",2007,"80–84",0
"4392","eating disorder team","Female",2007,"85+",0
"4393","needs assessment and service coordination team","Male",2007,"0–4",3
"4394","needs assessment and service coordination team","Male",2007,"5–9",45
"4395","needs assessment and service coordination team","Male",2007,"10–14",80
"4396","needs assessment and service coordination team","Male",2007,"15–19",48
"4397","needs assessment and service coordination team","Male",2007,"20–24",82
"4398","needs assessment and service coordination team","Male",2007,"25–29",85
"4399","needs assessment and service coordination team","Male",2007,"30–34",104
"4400","needs assessment and service coordination team","Male",2007,"35–39",119
"4401","needs assessment and service coordination team","Male",2007,"40–44",102
"4402","needs assessment and service coordination team","Male",2007,"45–49",100
"4403","needs assessment and service coordination team","Male",2007,"50–54",64
"4404","needs assessment and service coordination team","Male",2007,"55–59",54
"4405","needs assessment and service coordination team","Male",2007,"60–64",49
"4406","needs assessment and service coordination team","Male",2007,"65–69",30
"4407","needs assessment and service coordination team","Male",2007,"70–74",20
"4408","needs assessment and service coordination team","Male",2007,"75–79",15
"4409","needs assessment and service coordination team","Male",2007,"80–84",12
"4410","needs assessment and service coordination team","Male",2007,"85+",10
"4411","needs assessment and service coordination team","Female",2007,"0–4",5
"4412","needs assessment and service coordination team","Female",2007,"5–9",16
"4413","needs assessment and service coordination team","Female",2007,"10–14",25
"4414","needs assessment and service coordination team","Female",2007,"15–19",63
"4415","needs assessment and service coordination team","Female",2007,"20–24",62
"4416","needs assessment and service coordination team","Female",2007,"25–29",85
"4417","needs assessment and service coordination team","Female",2007,"30–34",94
"4418","needs assessment and service coordination team","Female",2007,"35–39",132
"4419","needs assessment and service coordination team","Female",2007,"40–44",145
"4420","needs assessment and service coordination team","Female",2007,"45–49",127
"4421","needs assessment and service coordination team","Female",2007,"50–54",100
"4422","needs assessment and service coordination team","Female",2007,"55–59",87
"4423","needs assessment and service coordination team","Female",2007,"60–64",68
"4424","needs assessment and service coordination team","Female",2007,"65–69",54
"4425","needs assessment and service coordination team","Female",2007,"70–74",37
"4426","needs assessment and service coordination team","Female",2007,"75–79",27
"4427","needs assessment and service coordination team","Female",2007,"80–84",22
"4428","needs assessment and service coordination team","Female",2007,"85+",11
"4429","specialist psychotherapy team","Male",2007,"0–4",0
"4430","specialist psychotherapy team","Male",2007,"5–9",0
"4431","specialist psychotherapy team","Male",2007,"10–14",4
"4432","specialist psychotherapy team","Male",2007,"15–19",5
"4433","specialist psychotherapy team","Male",2007,"20–24",20
"4434","specialist psychotherapy team","Male",2007,"25–29",10
"4435","specialist psychotherapy team","Male",2007,"30–34",9
"4436","specialist psychotherapy team","Male",2007,"35–39",20
"4437","specialist psychotherapy team","Male",2007,"40–44",10
"4438","specialist psychotherapy team","Male",2007,"45–49",13
"4439","specialist psychotherapy team","Male",2007,"50–54",13
"4440","specialist psychotherapy team","Male",2007,"55–59",7
"4441","specialist psychotherapy team","Male",2007,"60–64",6
"4442","specialist psychotherapy team","Male",2007,"65–69",1
"4443","specialist psychotherapy team","Male",2007,"70–74",0
"4444","specialist psychotherapy team","Male",2007,"75–79",0
"4445","specialist psychotherapy team","Male",2007,"80–84",0
"4446","specialist psychotherapy team","Male",2007,"85+",0
"4447","specialist psychotherapy team","Female",2007,"0–4",0
"4448","specialist psychotherapy team","Female",2007,"5–9",0
"4449","specialist psychotherapy team","Female",2007,"10–14",0
"4450","specialist psychotherapy team","Female",2007,"15–19",6
"4451","specialist psychotherapy team","Female",2007,"20–24",29
"4452","specialist psychotherapy team","Female",2007,"25–29",34
"4453","specialist psychotherapy team","Female",2007,"30–34",32
"4454","specialist psychotherapy team","Female",2007,"35–39",40
"4455","specialist psychotherapy team","Female",2007,"40–44",35
"4456","specialist psychotherapy team","Female",2007,"45–49",33
"4457","specialist psychotherapy team","Female",2007,"50–54",11
"4458","specialist psychotherapy team","Female",2007,"55–59",8
"4459","specialist psychotherapy team","Female",2007,"60–64",8
"4460","specialist psychotherapy team","Female",2007,"65–69",5
"4461","specialist psychotherapy team","Female",2007,"70–74",1
"4462","specialist psychotherapy team","Female",2007,"75–79",1
"4463","specialist psychotherapy team","Female",2007,"80–84",0
"4464","specialist psychotherapy team","Female",2007,"85+",0
"4465","refugee team","Male",2007,"0–4",0
"4466","refugee team","Male",2007,"5–9",0
"4467","refugee team","Male",2007,"10–14",1
"4468","refugee team","Male",2007,"15–19",1
"4469","refugee team","Male",2007,"20–24",2
"4470","refugee team","Male",2007,"25–29",0
"4471","refugee team","Male",2007,"30–34",0
"4472","refugee team","Male",2007,"35–39",3
"4473","refugee team","Male",2007,"40–44",2
"4474","refugee team","Male",2007,"45–49",0
"4475","refugee team","Male",2007,"50–54",0
"4476","refugee team","Male",2007,"55–59",1
"4477","refugee team","Male",2007,"60–64",0
"4478","refugee team","Male",2007,"65–69",0
"4479","refugee team","Male",2007,"70–74",0
"4480","refugee team","Male",2007,"75–79",0
"4481","refugee team","Male",2007,"80–84",0
"4482","refugee team","Male",2007,"85+",0
"4483","refugee team","Female",2007,"0–4",0
"4484","refugee team","Female",2007,"5–9",0
"4485","refugee team","Female",2007,"10–14",1
"4486","refugee team","Female",2007,"15–19",2
"4487","refugee team","Female",2007,"20–24",1
"4488","refugee team","Female",2007,"25–29",0
"4489","refugee team","Female",2007,"30–34",3
"4490","refugee team","Female",2007,"35–39",5
"4491","refugee team","Female",2007,"40–44",1
"4492","refugee team","Female",2007,"45–49",2
"4493","refugee team","Female",2007,"50–54",2
"4494","refugee team","Female",2007,"55–59",0
"4495","refugee team","Female",2007,"60–64",0
"4496","refugee team","Female",2007,"65–69",0
"4497","refugee team","Female",2007,"70–74",0
"4498","refugee team","Female",2007,"75–79",0
"4499","refugee team","Female",2007,"80–84",0
"4500","refugee team","Female",2007,"85+",0
"4501","child and youth alcohol and drug services","Male",2007,"0–4",2
"4502","child and youth alcohol and drug services","Male",2007,"5–9",15
"4503","child and youth alcohol and drug services","Male",2007,"10–14",32
"4504","child and youth alcohol and drug services","Male",2007,"15–19",67
"4505","child and youth alcohol and drug services","Male",2007,"20–24",2
"4506","child and youth alcohol and drug services","Male",2007,"25–29",0
"4507","child and youth alcohol and drug services","Male",2007,"30–34",0
"4508","child and youth alcohol and drug services","Male",2007,"35–39",0
"4509","child and youth alcohol and drug services","Male",2007,"40–44",0
"4510","child and youth alcohol and drug services","Male",2007,"45–49",0
"4511","child and youth alcohol and drug services","Male",2007,"50–54",0
"4512","child and youth alcohol and drug services","Male",2007,"55–59",0
"4513","child and youth alcohol and drug services","Male",2007,"60–64",0
"4514","child and youth alcohol and drug services","Male",2007,"65–69",0
"4515","child and youth alcohol and drug services","Male",2007,"70–74",0
"4516","child and youth alcohol and drug services","Male",2007,"75–79",0
"4517","child and youth alcohol and drug services","Male",2007,"80–84",0
"4518","child and youth alcohol and drug services","Male",2007,"85+",0
"4519","child and youth alcohol and drug services","Female",2007,"0–4",3
"4520","child and youth alcohol and drug services","Female",2007,"5–9",8
"4521","child and youth alcohol and drug services","Female",2007,"10–14",29
"4522","child and youth alcohol and drug services","Female",2007,"15–19",62
"4523","child and youth alcohol and drug services","Female",2007,"20–24",4
"4524","child and youth alcohol and drug services","Female",2007,"25–29",0
"4525","child and youth alcohol and drug services","Female",2007,"30–34",0
"4526","child and youth alcohol and drug services","Female",2007,"35–39",0
"4527","child and youth alcohol and drug services","Female",2007,"40–44",0
"4528","child and youth alcohol and drug services","Female",2007,"45–49",0
"4529","child and youth alcohol and drug services","Female",2007,"50–54",0
"4530","child and youth alcohol and drug services","Female",2007,"55–59",0
"4531","child and youth alcohol and drug services","Female",2007,"60–64",0
"4532","child and youth alcohol and drug services","Female",2007,"65–69",0
"4533","child and youth alcohol and drug services","Female",2007,"70–74",0
"4534","child and youth alcohol and drug services","Female",2007,"75–79",0
"4535","child and youth alcohol and drug services","Female",2007,"80–84",0
"4536","child and youth alcohol and drug services","Female",2007,"85+",0
"4537","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"0–4",1
"4538","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"5–9",14
"4539","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"10–14",23
"4540","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"15–19",17
"4541","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"20–24",0
"4542","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"25–29",0
"4543","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"30–34",0
"4544","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"35–39",0
"4545","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"40–44",0
"4546","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"45–49",0
"4547","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"50–54",0
"4548","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"55–59",0
"4549","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"60–64",0
"4550","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"65–69",0
"4551","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"70–74",0
"4552","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"75–79",0
"4553","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"80–84",0
"4554","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Male",2007,"85+",0
"4555","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"0–4",0
"4556","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"5–9",8
"4557","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"10–14",14
"4558","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"15–19",20
"4559","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"20–24",0
"4560","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"25–29",0
"4561","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"30–34",0
"4562","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"35–39",0
"4563","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"40–44",0
"4564","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"45–49",0
"4565","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"50–54",0
"4566","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"55–59",0
"4567","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"60–64",0
"4568","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"65–69",0
"4569","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"70–74",0
"4570","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"75–79",0
"4571","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"80–84",0
"4572","kaupapa māori tamariki and rangatahi (child and youth) mental health services","Female",2007,"85+",0
"4573","other","Male",2007,"0–4",1
"4574","other","Male",2007,"5–9",4
"4575","other","Male",2007,"10–14",11
"4576","other","Male",2007,"15–19",28
"4577","other","Male",2007,"20–24",21
"4578","other","Male",2007,"25–29",37
"4579","other","Male",2007,"30–34",32
"4580","other","Male",2007,"35–39",38
"4581","other","Male",2007,"40–44",32
"4582","other","Male",2007,"45–49",25
"4583","other","Male",2007,"50–54",24
"4584","other","Male",2007,"55–59",33
"4585","other","Male",2007,"60–64",28
"4586","other","Male",2007,"65–69",23
"4587","other","Male",2007,"70–74",17
"4588","other","Male",2007,"75–79",24
"4589","other","Male",2007,"80–84",35
"4590","other","Male",2007,"85+",33
"4591","other","Female",2007,"0–4",0
"4592","other","Female",2007,"5–9",2
"4593","other","Female",2007,"10–14",20
"4594","other","Female",2007,"15–19",74
"4595","other","Female",2007,"20–24",65
"4596","other","Female",2007,"25–29",51
"4597","other","Female",2007,"30–34",77
"4598","other","Female",2007,"35–39",55
"4599","other","Female",2007,"40–44",56
"4600","other","Female",2007,"45–49",48
"4601","other","Female",2007,"50–54",37
"4602","other","Female",2007,"55–59",31
"4603","other","Female",2007,"60–64",31
"4604","other","Female",2007,"65–69",28
"4605","other","Female",2007,"70–74",31
"4606","other","Female",2007,"75–79",41
"4607","other","Female",2007,"80–84",43
"4608","other","Female",2007,"85+",48
"4609","inpatient team","Male",2008,"0–4",2
"4610","inpatient team","Male",2008,"5–9",1
"4611","inpatient team","Male",2008,"10–14",7
"4612","inpatient team","Male",2008,"15–19",210
"4613","inpatient team","Male",2008,"20–24",523
"4614","inpatient team","Male",2008,"25–29",535
"4615","inpatient team","Male",2008,"30–34",545
"4616","inpatient team","Male",2008,"35–39",518
"4617","inpatient team","Male",2008,"40–44",482
"4618","inpatient team","Male",2008,"45–49",399
"4619","inpatient team","Male",2008,"50–54",304
"4620","inpatient team","Male",2008,"55–59",177
"4621","inpatient team","Male",2008,"60–64",137
"4622","inpatient team","Male",2008,"65–69",83
"4623","inpatient team","Male",2008,"70–74",37
"4624","inpatient team","Male",2008,"75–79",25
"4625","inpatient team","Male",2008,"80–84",17
"4626","inpatient team","Male",2008,"85+",9
"4627","inpatient team","Female",2008,"0–4",2
"4628","inpatient team","Female",2008,"5–9",0
"4629","inpatient team","Female",2008,"10–14",7
"4630","inpatient team","Female",2008,"15–19",161
"4631","inpatient team","Female",2008,"20–24",314
"4632","inpatient team","Female",2008,"25–29",339
"4633","inpatient team","Female",2008,"30–34",372
"4634","inpatient team","Female",2008,"35–39",463
"4635","inpatient team","Female",2008,"40–44",462
"4636","inpatient team","Female",2008,"45–49",441
"4637","inpatient team","Female",2008,"50–54",311
"4638","inpatient team","Female",2008,"55–59",218
"4639","inpatient team","Female",2008,"60–64",171
"4640","inpatient team","Female",2008,"65–69",92
"4641","inpatient team","Female",2008,"70–74",46
"4642","inpatient team","Female",2008,"75–79",30
"4643","inpatient team","Female",2008,"80–84",18
"4644","inpatient team","Female",2008,"85+",18
"4645","community team","Male",2008,"0–4",9
"4646","community team","Male",2008,"5–9",81
"4647","community team","Male",2008,"10–14",285
"4648","community team","Male",2008,"15–19",1722
"4649","community team","Male",2008,"20–24",2961
"4650","community team","Male",2008,"25–29",2817
"4651","community team","Male",2008,"30–34",2983
"4652","community team","Male",2008,"35–39",3259
"4653","community team","Male",2008,"40–44",3041
"4654","community team","Male",2008,"45–49",2665
"4655","community team","Male",2008,"50–54",2056
"4656","community team","Male",2008,"55–59",1433
"4657","community team","Male",2008,"60–64",1022
"4658","community team","Male",2008,"65–69",515
"4659","community team","Male",2008,"70–74",272
"4660","community team","Male",2008,"75–79",231
"4661","community team","Male",2008,"80–84",160
"4662","community team","Male",2008,"85+",113
"4663","community team","Female",2008,"0–4",4
"4664","community team","Female",2008,"5–9",33
"4665","community team","Female",2008,"10–14",328
"4666","community team","Female",2008,"15–19",2230
"4667","community team","Female",2008,"20–24",3131
"4668","community team","Female",2008,"25–29",2872
"4669","community team","Female",2008,"30–34",3114
"4670","community team","Female",2008,"35–39",3632
"4671","community team","Female",2008,"40–44",3318
"4672","community team","Female",2008,"45–49",3045
"4673","community team","Female",2008,"50–54",2299
"4674","community team","Female",2008,"55–59",1747
"4675","community team","Female",2008,"60–64",1286
"4676","community team","Female",2008,"65–69",713
"4677","community team","Female",2008,"70–74",383
"4678","community team","Female",2008,"75–79",285
"4679","community team","Female",2008,"80–84",241
"4680","community team","Female",2008,"85+",218
"4681","alcohol and drug team","Male",2008,"0–4",0
"4682","alcohol and drug team","Male",2008,"5–9",0
"4683","alcohol and drug team","Male",2008,"10–14",35
"4684","alcohol and drug team","Male",2008,"15–19",921
"4685","alcohol and drug team","Male",2008,"20–24",1759
"4686","alcohol and drug team","Male",2008,"25–29",1635
"4687","alcohol and drug team","Male",2008,"30–34",1752
"4688","alcohol and drug team","Male",2008,"35–39",2003
"4689","alcohol and drug team","Male",2008,"40–44",1894
"4690","alcohol and drug team","Male",2008,"45–49",1512
"4691","alcohol and drug team","Male",2008,"50–54",906
"4692","alcohol and drug team","Male",2008,"55–59",459
"4693","alcohol and drug team","Male",2008,"60–64",237
"4694","alcohol and drug team","Male",2008,"65–69",122
"4695","alcohol and drug team","Male",2008,"70–74",55
"4696","alcohol and drug team","Male",2008,"75–79",26
"4697","alcohol and drug team","Male",2008,"80–84",11
"4698","alcohol and drug team","Male",2008,"85+",3
"4699","alcohol and drug team","Female",2008,"0–4",0
"4700","alcohol and drug team","Female",2008,"5–9",1
"4701","alcohol and drug team","Female",2008,"10–14",31
"4702","alcohol and drug team","Female",2008,"15–19",356
"4703","alcohol and drug team","Female",2008,"20–24",747
"4704","alcohol and drug team","Female",2008,"25–29",841
"4705","alcohol and drug team","Female",2008,"30–34",969
"4706","alcohol and drug team","Female",2008,"35–39",1200
"4707","alcohol and drug team","Female",2008,"40–44",1102
"4708","alcohol and drug team","Female",2008,"45–49",888
"4709","alcohol and drug team","Female",2008,"50–54",521
"4710","alcohol and drug team","Female",2008,"55–59",286
"4711","alcohol and drug team","Female",2008,"60–64",137
"4712","alcohol and drug team","Female",2008,"65–69",81
"4713","alcohol and drug team","Female",2008,"70–74",39
"4714","alcohol and drug team","Female",2008,"75–79",25
"4715","alcohol and drug team","Female",2008,"80–84",6
"4716","alcohol and drug team","Female",2008,"85+",1
"4717","child, adolescent and family team","Male",2008,"0–4",236
"4718","child, adolescent and family team","Male",2008,"5–9",2361
"4719","child, adolescent and family team","Male",2008,"10–14",3854
"4720","child, adolescent and family team","Male",2008,"15–19",2517
"4721","child, adolescent and family team","Male",2008,"20–24",53
"4722","child, adolescent and family team","Male",2008,"25–29",17
"4723","child, adolescent and family team","Male",2008,"30–34",15
"4724","child, adolescent and family team","Male",2008,"35–39",16
"4725","child, adolescent and family team","Male",2008,"40–44",11
"4726","child, adolescent and family team","Male",2008,"45–49",7
"4727","child, adolescent and family team","Male",2008,"50–54",8
"4728","child, adolescent and family team","Male",2008,"55–59",6
"4729","child, adolescent and family team","Male",2008,"60–64",0
"4730","child, adolescent and family team","Male",2008,"65–69",3
"4731","child, adolescent and family team","Male",2008,"70–74",3
"4732","child, adolescent and family team","Male",2008,"75–79",0
"4733","child, adolescent and family team","Male",2008,"80–84",0
"4734","child, adolescent and family team","Male",2008,"85+",0
"4735","child, adolescent and family team","Female",2008,"0–4",108
"4736","child, adolescent and family team","Female",2008,"5–9",927
"4737","child, adolescent and family team","Female",2008,"10–14",2280
"4738","child, adolescent and family team","Female",2008,"15–19",3317
"4739","child, adolescent and family team","Female",2008,"20–24",46
"4740","child, adolescent and family team","Female",2008,"25–29",18
"4741","child, adolescent and family team","Female",2008,"30–34",12
"4742","child, adolescent and family team","Female",2008,"35–39",25
"4743","child, adolescent and family team","Female",2008,"40–44",25
"4744","child, adolescent and family team","Female",2008,"45–49",21
"4745","child, adolescent and family team","Female",2008,"50–54",14
"4746","child, adolescent and family team","Female",2008,"55–59",5
"4747","child, adolescent and family team","Female",2008,"60–64",4
"4748","child, adolescent and family team","Female",2008,"65–69",4
"4749","child, adolescent and family team","Female",2008,"70–74",1
